t [s]	U''g [cm/s2] 	X'' [cm/s2] 	X' [cm/s]	X [cm]
40.226000	15.246702	-0.276181	10.895310	-0.181504
40.228000	20.625525	-9.082802	10.885951	-0.159723
40.230000	26.004348	-17.861592	10.859006	-0.137978
40.232000	31.383171	-26.607083	10.814538	-0.116304
40.234000	36.761994	-35.313842	10.752617	-0.094737
40.236000	42.140817	-43.976475	10.673326	-0.073311
40.238000	47.519640	-52.589629	10.576760	-0.052061
40.240000	49.612113	-57.866287	10.466304	-0.031018
40.242000	51.704586	-63.093201	10.345345	-0.010206
40.244000	53.797059	-68.267201	10.213985	0.010353
40.246000	55.889532	-73.385155	10.072332	0.030639
40.248000	57.982005	-78.443976	9.920503	0.050632
40.250000	60.074478	-83.440621	9.758618	0.070311
40.252000	62.166951	-88.372095	9.586806	0.089657
40.254000	64.259424	-93.235450	9.405198	0.108649
40.256000	66.351897	-98.027791	9.213935	0.127268
40.258000	68.444370	-102.746271	9.013161	0.145495
40.260000	64.865682	-101.724951	8.808690	0.163317
40.262000	61.286994	-100.642030	8.606323	0.180732
40.264000	57.708306	-99.498345	8.406182	0.197744
40.266000	54.129618	-98.294771	8.208389	0.214359
40.268000	50.550930	-97.032216	8.013062	0.230580
40.270000	46.972242	-95.711627	7.820318	0.246414
40.272000	43.393554	-94.333980	7.630273	0.261864
40.274000	39.814866	-92.900288	7.443039	0.276938
40.276000	36.236178	-91.411597	7.258727	0.291639
40.278000	32.657490	-89.868983	7.077446	0.305975
40.280000	32.248413	-91.438688	6.896138	0.319949
40.282000	31.839336	-92.946777	6.711753	0.333557
40.284000	31.430259	-94.392454	6.524414	0.346793
40.286000	31.021182	-95.774964	6.334246	0.359652
40.288000	30.612105	-97.093593	6.141378	0.372127
40.290000	30.203028	-98.347669	5.945936	0.384215
40.292000	29.793951	-99.536564	5.748052	0.395909
40.294000	29.384874	-100.659692	5.547856	0.407205
40.296000	28.975797	-101.716508	5.345480	0.418098
40.298000	28.566720	-102.706513	5.141057	0.428584
40.300000	30.262869	-105.731502	4.932619	0.438658
40.302000	31.959018	-108.682208	4.718205	0.448309
40.304000	33.655167	-111.556955	4.497966	0.457525
40.306000	35.351316	-114.354122	4.272055	0.466295
40.308000	37.047465	-117.072139	4.040629	0.474608
40.310000	38.743614	-119.709489	3.803847	0.482452
40.312000	40.439763	-122.264712	3.561873	0.489818
40.314000	42.135912	-124.736402	3.314872	0.496695
40.316000	43.832061	-127.123210	3.063012	0.503073
40.318000	45.528210	-129.423843	2.806465	0.508942
40.320000	43.607412	-128.025229	2.549016	0.514298
40.322000	41.686614	-126.549371	2.294441	0.519141
40.324000	39.765816	-124.997395	2.042894	0.523478
40.326000	37.845018	-123.370470	1.794527	0.527316
40.328000	35.924220	-121.669810	1.549486	0.530660
40.330000	34.003422	-119.896675	1.307920	0.533517
40.332000	32.082624	-118.052362	1.069971	0.535895
40.334000	30.161826	-116.138216	0.835780	0.537801
40.336000	28.241028	-114.155618	0.605486	0.539242
40.338000	26.320230	-112.105991	0.379225	0.540227
40.340000	21.491748	-107.087218	0.160032	0.540766
40.342000	16.663266	-102.013495	-0.049069	0.540877
40.344000	11.834784	-96.888159	-0.247971	0.540580
40.346000	7.006302	-91.714573	-0.436574	0.539896
40.348000	2.177820	-86.496121	-0.614784	0.538844
40.350000	-2.650662	-81.236208	-0.782517	0.537447
40.352000	-7.479144	-75.938254	-0.939691	0.535725
40.354000	-12.307626	-70.605698	-1.086235	0.533699
40.356000	-17.136108	-65.241990	-1.222083	0.531390
40.358000	-21.964590	-59.850591	-1.347175	0.528821
40.360000	-19.596456	-61.621422	-1.468647	0.526005
40.362000	-17.228322	-63.348940	-1.593618	0.522943
40.364000	-14.860188	-65.032165	-1.721999	0.519627
40.366000	-12.492054	-66.670145	-1.853701	0.516052
40.368000	-10.123920	-68.261961	-1.988633	0.512209
40.370000	-7.755786	-69.806725	-2.126702	0.508094
40.372000	-5.387652	-71.303581	-2.267812	0.503700
40.374000	-3.019518	-72.751704	-2.411867	0.499020
40.376000	-0.651384	-74.150304	-2.558769	0.494049
40.378000	1.716750	-75.498623	-2.708418	0.488782
40.380000	5.274837	-77.984208	-2.861901	0.483212
40.382000	8.832924	-80.414366	-3.020300	0.477330
40.384000	12.391011	-82.787702	-3.183502	0.471126
40.386000	15.949098	-85.102862	-3.351392	0.464591
40.388000	19.507185	-87.358533	-3.523854	0.457716
40.390000	23.065272	-89.553439	-3.700766	0.450491
40.392000	26.623359	-91.686350	-3.882006	0.442908
40.394000	30.181446	-93.756076	-4.067448	0.434959
40.396000	33.739533	-95.761470	-4.256965	0.426634
40.398000	37.297620	-97.701427	-4.450428	0.417927
40.400000	37.178919	-95.903296	-4.644033	0.408833
40.402000	37.060218	-94.049185	-4.833986	0.399354
40.404000	36.941517	-92.140404	-5.020175	0.389500
40.406000	36.822816	-90.178296	-5.202494	0.379278
40.408000	36.704115	-88.164230	-5.380836	0.368694
40.410000	36.585414	-86.099609	-5.555100	0.357758
40.412000	36.466713	-83.985861	-5.725186	0.346478
40.414000	36.348012	-81.824443	-5.890996	0.334862
40.416000	36.229311	-79.616837	-6.052437	0.322918
40.418000	36.110610	-77.364553	-6.209419	0.310657
40.420000	38.390454	-77.464279	-6.364248	0.298083
40.422000	40.670298	-77.514894	-6.519227	0.285199
40.424000	42.950142	-77.516488	-6.674258	0.272006
40.426000	45.229986	-77.469184	-6.829244	0.258503
40.428000	47.509830	-77.373134	-6.984086	0.244689
40.430000	49.789674	-77.228521	-7.138688	0.230566
40.432000	52.069518	-77.035558	-7.292952	0.216135
40.434000	54.349362	-76.794488	-7.446782	0.201395
40.436000	56.629206	-76.505584	-7.600082	0.186348
40.438000	58.909050	-76.169148	-7.752757	0.170995
40.440000	56.727306	-71.330226	-7.900256	0.155342
40.442000	54.545562	-66.458456	-8.038045	0.139404
40.444000	52.363818	-61.556993	-8.166060	0.123200
40.446000	50.182074	-56.629004	-8.284246	0.106750
40.448000	48.000330	-51.677663	-8.392553	0.090073
40.450000	45.818586	-46.706153	-8.490937	0.073189
40.452000	43.636842	-41.717659	-8.579360	0.056119
40.454000	41.455098	-36.715371	-8.657793	0.038882
40.456000	39.273354	-31.702478	-8.726211	0.021498
40.458000	37.091610	-26.682170	-8.784596	0.003987
40.460000	34.456644	-21.205050	-8.832483	-0.013630
40.462000	31.821678	-15.728300	-8.869417	-0.031332
40.464000	29.186712	-10.255375	-8.895400	-0.049097
40.466000	26.551746	-4.789716	-8.910445	-0.066903
40.468000	23.916780	0.665247	-8.914570	-0.084728
40.470000	21.281814	6.106099	-8.907798	-0.102550
40.472000	18.646848	11.529445	-8.890163	-0.120348
40.474000	16.011882	16.931907	-8.861702	-0.138100
40.476000	13.376916	22.310131	-8.822460	-0.155784
40.478000	10.741950	27.660785	-8.772489	-0.173379
40.480000	8.016732	33.070687	-8.711757	-0.190863
40.482000	5.291514	38.446152	-8.640240	-0.208215
40.484000	2.566296	43.783875	-8.558010	-0.225413
40.486000	-0.158922	49.080585	-8.465146	-0.242437
40.488000	-2.884140	54.333044	-8.361732	-0.259263
40.490000	-5.609358	59.538049	-8.247861	-0.275873
40.492000	-8.334576	64.692437	-8.123631	-0.292245
40.494000	-11.059794	69.793083	-7.989145	-0.308357
40.496000	-13.785012	74.836905	-7.844515	-0.324191
40.498000	-16.510230	79.820864	-7.689857	-0.339725
40.500000	-12.766734	78.282390	-7.531754	-0.354947
40.502000	-9.023238	76.698400	-7.376773	-0.369855
40.504000	-5.279742	75.070006	-7.225005	-0.384457
40.506000	-1.536246	73.398348	-7.076537	-0.398759
40.508000	2.207250	71.684589	-6.931454	-0.412767
40.510000	5.950746	69.929915	-6.789839	-0.426488
40.512000	9.694242	68.135535	-6.651774	-0.439930
40.514000	13.437738	66.302681	-6.517335	-0.453099
40.516000	17.181234	64.432606	-6.386600	-0.466003
40.518000	20.924730	62.526583	-6.259641	-0.478649
40.520000	24.837939	60.416430	-6.136698	-0.491045
40.522000	28.751148	58.273466	-6.018008	-0.503200
40.524000	32.664357	56.099122	-5.903635	-0.515122
40.526000	36.577566	53.894851	-5.793641	-0.526819
40.528000	40.490775	51.662116	-5.688084	-0.538301
40.530000	44.403984	49.402399	-5.587020	-0.549576
40.532000	48.317193	47.117192	-5.490500	-0.560653
40.534000	52.230402	44.808000	-5.398575	-0.571542
40.536000	56.143611	42.476341	-5.311291	-0.582252
40.538000	60.056820	40.123740	-5.228691	-0.592792
40.540000	56.510505	45.200723	-5.143366	-0.603164
40.542000	52.964190	50.236453	-5.047929	-0.613356
40.544000	49.417875	55.227858	-4.942465	-0.623346
40.546000	45.871560	60.171899	-4.827065	-0.633115
40.548000	42.325245	65.065579	-4.701828	-0.642644
40.550000	38.778930	69.905935	-4.566856	-0.651913
40.552000	35.232615	74.690050	-4.422260	-0.660902
40.554000	31.686300	79.415046	-4.268155	-0.669593
40.556000	28.139985	84.078092	-4.104662	-0.677965
40.558000	24.593670	88.676401	-3.931907	-0.686002
40.560000	27.705402	86.558594	-3.756672	-0.693691
40.562000	30.817134	84.391505	-3.585722	-0.701033
40.564000	33.928866	82.176623	-3.419154	-0.708038
40.566000	37.040598	79.915465	-3.257062	-0.714714
40.568000	40.152330	77.609576	-3.099537	-0.721071
40.570000	43.264062	75.260520	-2.946667	-0.727117
40.572000	46.375794	72.869888	-2.798536	-0.732862
40.574000	49.487526	70.439292	-2.655227	-0.738316
40.576000	52.599258	67.970366	-2.516818	-0.743488
40.578000	55.710990	65.464763	-2.383383	-0.748388
40.580000	58.558833	63.187672	-2.254730	-0.753026
40.582000	61.406676	60.876439	-2.130666	-0.757412
40.584000	64.254519	58.532609	-2.011257	-0.761553
40.586000	67.102362	56.157740	-1.896567	-0.765461
40.588000	69.950205	53.753410	-1.786655	-0.769145
40.590000	72.798048	51.321208	-1.681581	-0.772613
40.592000	75.645891	48.862739	-1.581397	-0.775876
40.594000	78.493734	46.379619	-1.486155	-0.778943
40.596000	81.341577	43.873477	-1.395901	-0.781825
40.598000	84.189420	41.345951	-1.310682	-0.784532
40.600000	83.393829	42.436976	-1.226899	-0.787070
40.602000	82.598238	43.498495	-1.140964	-0.789437
40.604000	81.802647	44.529913	-1.052935	-0.791631
40.606000	81.007056	45.530654	-0.962875	-0.793647
40.608000	80.211465	46.500165	-0.870844	-0.795481
40.610000	79.415874	47.437912	-0.776906	-0.797129
40.612000	78.620283	48.343384	-0.681124	-0.798587
40.614000	77.824692	49.216090	-0.583565	-0.799851
40.616000	77.029101	50.055562	-0.484293	-0.800919
40.618000	76.233510	50.861353	-0.383376	-0.801787
40.620000	73.755504	53.313080	-0.279202	-0.802449
40.622000	71.277498	55.725026	-0.170164	-0.802899
40.624000	68.799492	58.095769	-0.056343	-0.803125
40.626000	66.321486	60.423918	0.062177	-0.803119
40.628000	63.843480	62.708110	0.185309	-0.802872
40.630000	61.365474	64.947016	0.312964	-0.802374
40.632000	58.887468	67.139336	0.445050	-0.801616
40.634000	56.409462	69.283806	0.581473	-0.800589
40.636000	53.931456	71.379192	0.722136	-0.799286
40.638000	51.453450	73.424296	0.866940	-0.797696
40.640000	44.882712	79.504904	1.019869	-0.795810
40.642000	38.311974	85.520103	1.184894	-0.793605
40.644000	31.741236	91.466263	1.361880	-0.791058
40.646000	25.170498	97.339807	1.550686	-0.788146
40.648000	18.599760	103.137210	1.751163	-0.784844
40.650000	12.029022	108.855009	1.963156	-0.781129
40.652000	5.458284	114.489797	2.186500	-0.776980
40.654000	-1.112454	120.038226	2.421028	-0.772372
40.656000	-7.683192	125.497015	2.666564	-0.767285
40.658000	-14.253930	130.862945	2.922924	-0.761695
40.660000	-16.938927	132.252613	3.186039	-0.755586
40.662000	-19.623924	133.555373	3.451847	-0.748948
40.664000	-22.308921	134.770621	3.720173	-0.741776
40.666000	-24.993918	135.897812	3.990842	-0.734065
40.668000	-27.678915	136.936454	4.263676	-0.725811
40.670000	-30.363912	137.886115	4.538498	-0.717009
40.672000	-33.048909	138.746419	4.815131	-0.707655
40.674000	-35.733906	139.517048	5.093394	-0.697746
40.676000	-38.418903	140.197741	5.373109	-0.687280
40.678000	-41.103900	140.788295	5.654095	-0.676253
40.680000	-40.322043	137.826605	5.932710	-0.664666
40.682000	-39.540186	134.785412	6.205322	-0.652528
40.684000	-38.758329	131.666834	6.471774	-0.639851
40.686000	-37.976472	128.473033	6.731914	-0.626647
40.688000	-37.194615	125.206211	6.985594	-0.612930
40.690000	-36.412758	121.868613	7.232668	-0.598711
40.692000	-35.630901	118.462521	7.473000	-0.584006
40.694000	-34.849044	114.990256	7.706452	-0.568826
40.696000	-34.067187	111.454173	7.932897	-0.553187
40.698000	-33.285330	107.856664	8.152208	-0.537102
40.700000	-33.663996	105.359036	8.365423	-0.520584
40.702000	-34.042662	102.801219	8.573584	-0.503645
40.704000	-34.421328	100.184979	8.776570	-0.486295
40.706000	-34.799994	97.512111	8.974267	-0.468544
40.708000	-35.178660	94.784445	9.166563	-0.450403
40.710000	-35.557326	92.003839	9.353352	-0.431883
40.712000	-35.935992	89.172178	9.534528	-0.412995
40.714000	-36.314658	86.291377	9.709991	-0.393751
40.716000	-36.693324	83.363377	9.879646	-0.374161
40.718000	-37.071990	80.390143	10.043400	-0.354238
40.720000	-37.094553	77.018064	10.200808	-0.333994
40.722000	-37.117116	73.605868	10.351432	-0.313442
40.724000	-37.139679	70.155808	10.495193	-0.292595
40.726000	-37.162242	66.670154	10.632019	-0.271468
40.728000	-37.184805	63.151196	10.761841	-0.250074
40.730000	-37.207368	59.601236	10.884593	-0.228428
40.732000	-37.229931	56.022591	11.000217	-0.206543
40.734000	-37.252494	52.417591	11.108657	-0.184434
40.736000	-37.275057	48.788575	11.209863	-0.162115
40.738000	-37.297620	45.137893	11.303790	-0.139602
40.740000	-39.202722	43.347782	11.392275	-0.116906
40.742000	-41.107824	41.534821	11.477158	-0.094036
40.744000	-43.012926	39.700211	11.558393	-0.071001
40.746000	-44.918028	37.845165	11.635938	-0.047806
40.748000	-46.823130	35.970903	11.709754	-0.024461
40.750000	-48.728232	34.078656	11.779804	-0.000971
40.752000	-50.633334	32.169662	11.846052	0.022655
40.754000	-52.538436	30.245168	11.908467	0.046409
40.756000	-54.443538	28.306426	11.967019	0.070285
40.758000	-56.348640	26.354695	12.021680	0.094273
40.760000	-56.702781	22.842469	12.070877	0.118366
40.762000	-57.056922	19.324650	12.113044	0.142550
40.764000	-57.411063	15.803470	12.148172	0.166811
40.766000	-57.765204	12.281159	12.176257	0.191136
40.768000	-58.119345	8.759941	12.197298	0.215509
40.770000	-58.473486	5.242035	12.211300	0.239918
40.772000	-58.827627	1.729652	12.218272	0.264347
40.774000	-59.181768	-1.775007	12.218226	0.288784
40.776000	-59.535909	-5.269751	12.211182	0.313213
40.778000	-59.890050	-8.752400	12.197159	0.337621
40.780000	-58.763862	-13.699025	12.174708	0.361993
40.782000	-57.637674	-18.624596	12.142384	0.386310
40.784000	-56.511486	-23.526056	12.100234	0.410553
40.786000	-55.385298	-28.400376	12.048307	0.434702
40.788000	-54.259110	-33.244549	11.986662	0.458737
40.790000	-53.132922	-38.055595	11.915362	0.482639
40.792000	-52.006734	-42.830563	11.834476	0.506388
40.794000	-50.880546	-47.566531	11.744079	0.529967
40.796000	-49.754358	-52.260610	11.644252	0.553355
40.798000	-48.628170	-56.909943	11.535081	0.576535
40.800000	-48.890097	-60.125558	11.418046	0.599488
40.802000	-49.152024	-63.295177	11.294625	0.622200
40.804000	-49.413951	-66.416917	11.164913	0.644660
40.806000	-49.675878	-69.488929	11.029007	0.666854
40.808000	-49.937805	-72.509400	10.887009	0.688770
40.810000	-50.199732	-75.476555	10.739023	0.710396
40.812000	-50.461659	-78.388654	10.585158	0.731720
40.814000	-50.723586	-81.244001	10.425525	0.752731
40.816000	-50.985513	-84.040936	10.260240	0.773417
40.818000	-51.247440	-86.777841	10.089421	0.793766
40.820000	-49.704327	-91.255632	9.911388	0.813767
40.822000	-48.161214	-95.664624	9.724468	0.833403
40.824000	-46.618101	-100.002209	9.528801	0.852656
40.826000	-45.074988	-104.265831	9.324533	0.871510
40.828000	-43.531875	-108.452984	9.111814	0.889946
40.830000	-41.988762	-112.561221	8.890800	0.907948
40.832000	-40.445649	-116.588149	8.661650	0.925501
40.834000	-38.902536	-120.531430	8.424531	0.942587
40.836000	-37.359423	-124.388788	8.179610	0.959191
40.838000	-35.816310	-128.158005	7.927064	0.975298
40.840000	-35.999757	-130.112805	7.668793	0.990894
40.842000	-36.183204	-131.980628	7.406699	1.005969
40.844000	-36.366651	-133.760514	7.140958	1.020517
40.846000	-36.550098	-135.451563	6.871746	1.034530
40.848000	-36.733545	-137.052930	6.599242	1.048001
40.850000	-36.916992	-138.563830	6.323625	1.060923
40.852000	-37.100439	-139.983537	6.045078	1.073292
40.854000	-37.283886	-141.311385	5.763783	1.085101
40.856000	-37.467333	-142.546767	5.479924	1.096345
40.858000	-37.650780	-143.689134	5.193689	1.107018
40.860000	-39.686355	-142.888490	4.907111	1.117119
40.862000	-41.721930	-141.999726	4.622223	1.126648
40.864000	-43.757505	-141.023624	4.339199	1.135610
40.866000	-45.793080	-139.961020	4.058215	1.144007
40.868000	-47.828655	-138.812800	3.779441	1.151845
40.870000	-49.864230	-137.579905	3.503048	1.159127
40.872000	-51.899805	-136.263323	3.229205	1.165860
40.874000	-53.935380	-134.864096	2.958078	1.172047
40.876000	-55.970955	-133.383313	2.689830	1.177695
40.878000	-58.006530	-131.822113	2.424625	1.182809
40.880000	-60.156882	-130.067068	2.162736	1.187397
40.882000	-62.307234	-128.234387	1.904434	1.191464
40.884000	-64.457586	-126.325420	1.649874	1.195018
40.886000	-66.607938	-124.341562	1.399207	1.198067
40.888000	-68.758290	-122.284253	1.152582	1.200619
40.890000	-70.908642	-120.154975	0.910142	1.202682
40.892000	-73.058994	-117.955252	0.672032	1.204264
40.894000	-75.209346	-115.686648	0.438390	1.205374
40.896000	-77.359698	-113.350766	0.209353	1.206022
40.898000	-79.510050	-110.949250	-0.014947	1.206217
40.900000	-80.471430	-109.671071	-0.235568	1.205966
40.902000	-81.432810	-108.326923	-0.453566	1.205277
40.904000	-82.394190	-106.917820	-0.668810	1.204155
40.906000	-83.355570	-105.444813	-0.881173	1.202605
40.908000	-84.316950	-103.908993	-1.090527	1.200633
40.910000	-85.278330	-102.311486	-1.296747	1.198246
40.912000	-86.239710	-100.653453	-1.499712	1.195449
40.914000	-87.201090	-98.936094	-1.699302	1.192250
40.916000	-88.162470	-97.160639	-1.895398	1.188655
40.918000	-89.123850	-95.328355	-2.087887	1.184672
40.920000	-85.656996	-97.862519	-2.281078	1.180303
