t [s]	U''g [cm/s2] 	X'' [cm/s2] 	X' [cm/s]	X [cm]
13.370000	-16.843770	-5.938659	-2.376491	0.163183
13.372000	-23.519475	1.493894	-2.380936	0.158426
13.374000	-30.195180	8.906851	-2.370535	0.153674
13.376000	-36.870885	16.295586	-2.345333	0.148958
13.378000	-43.546590	23.655498	-2.305382	0.144307
13.380000	-46.128582	26.894088	-2.254832	0.139747
13.382000	-48.710574	30.107586	-2.197830	0.135295
13.384000	-51.292566	33.294028	-2.134429	0.130962
13.386000	-53.874558	36.451472	-2.064683	0.126763
13.388000	-56.456550	39.578000	-1.988654	0.122710
13.390000	-59.038542	42.671717	-1.906404	0.118815
13.392000	-61.620534	45.730754	-1.818002	0.115090
13.394000	-64.202526	48.753268	-1.723518	0.111549
13.396000	-66.784518	51.737445	-1.623027	0.108202
13.398000	-69.366510	54.681498	-1.516608	0.105063
13.400000	-65.926143	51.569819	-1.410357	0.102136
13.402000	-62.485776	48.433422	-1.310353	0.099415
13.404000	-59.045409	45.274346	-1.216646	0.096888
13.406000	-55.605042	42.094641	-1.129277	0.094542
13.408000	-52.164675	38.896364	-1.048286	0.092365
13.410000	-48.724308	35.681580	-0.973708	0.090343
13.412000	-45.283941	32.452358	-0.905574	0.088463
13.414000	-41.843574	29.210770	-0.843911	0.086714
13.416000	-38.403207	25.958893	-0.788741	0.085081
13.418000	-34.962840	22.698803	-0.740083	0.083552
13.420000	-33.438366	21.345764	-0.696039	0.082116
13.422000	-31.913892	19.982657	-0.654710	0.080765
13.424000	-30.389418	18.610367	-0.616117	0.079495
13.426000	-28.864944	17.229782	-0.580277	0.078298
13.428000	-27.340470	15.841794	-0.547205	0.077171
13.430000	-25.815996	14.447297	-0.516916	0.076107
13.432000	-24.291522	13.047187	-0.489422	0.075100
13.434000	-22.767048	11.642361	-0.464732	0.074146
13.436000	-21.242574	10.233717	-0.442856	0.073239
13.438000	-19.718100	8.822154	-0.423800	0.072372
13.440000	-18.069039	7.284157	-0.407694	0.071540
13.442000	-16.419978	5.745426	-0.394665	0.070738
13.444000	-14.770917	4.206933	-0.384712	0.069959
13.446000	-13.121856	2.669647	-0.377836	0.069196
13.448000	-11.472795	1.134536	-0.374031	0.068444
13.450000	-9.823734	-0.397438	-0.373294	0.067697
13.452000	-8.174673	-1.925317	-0.375617	0.066948
13.454000	-6.525612	-3.448147	-0.380991	0.066191
13.456000	-4.876551	-4.964980	-0.389404	0.065421
13.458000	-3.227490	-6.474874	-0.400843	0.064631
13.460000	-2.873349	-6.683804	-0.414002	0.063816
13.462000	-2.519208	-6.887994	-0.427574	0.062974
13.464000	-2.165067	-7.087327	-0.441549	0.062105
13.466000	-1.810926	-7.281689	-0.455918	0.061208
13.468000	-1.456785	-7.470970	-0.470671	0.060281
13.470000	-1.102644	-7.655064	-0.485797	0.059325
13.472000	-0.748503	-7.833867	-0.501286	0.058338
13.474000	-0.394362	-8.007280	-0.517127	0.057319
13.476000	-0.040221	-8.175207	-0.533310	0.056269
13.478000	0.313920	-8.337556	-0.549822	0.055186
13.480000	2.343609	-10.167420	-0.568327	0.054067
13.482000	4.373298	-11.986278	-0.590481	0.052909
13.484000	6.402987	-13.793011	-0.616260	0.051702
13.486000	8.432676	-15.586509	-0.645640	0.050440
13.488000	10.462365	-17.365675	-0.678592	0.049116
13.490000	12.492054	-19.129422	-0.715087	0.047722
13.492000	14.521743	-20.876676	-0.755093	0.046252
13.494000	16.551432	-22.606377	-0.798576	0.044698
13.496000	18.581121	-24.317478	-0.845500	0.043054
13.498000	20.610810	-26.008946	-0.895827	0.041313
13.500000	24.714333	-29.750667	-0.951586	0.039465
13.502000	28.817856	-33.464233	-1.014801	0.037499
13.504000	32.921379	-37.147370	-1.085413	0.035399
13.506000	37.024902	-40.797833	-1.163358	0.033150
13.508000	41.128425	-44.413400	-1.248569	0.030738
13.510000	45.231948	-47.991879	-1.340974	0.028149
13.512000	49.335471	-51.531105	-1.440497	0.025367
13.514000	53.438994	-55.028945	-1.547057	0.022380
13.516000	57.542517	-58.483296	-1.660570	0.019172
13.518000	61.646040	-61.892089	-1.780945	0.015730
13.520000	57.385557	-56.901096	-1.899738	0.012050
13.522000	53.125074	-51.886737	-2.008526	0.008141
13.524000	48.864591	-46.852236	-2.107265	0.004026
13.526000	44.604108	-41.800817	-2.195918	-0.000277
13.528000	40.343625	-36.735709	-2.274455	-0.004748
13.530000	36.083142	-31.660141	-2.342850	-0.009365
13.532000	31.822659	-26.577342	-2.401088	-0.014109
13.534000	27.562176	-21.490536	-2.449156	-0.018959
13.536000	23.301693	-16.402940	-2.487049	-0.023896
13.538000	19.041210	-11.317766	-2.514770	-0.028897
13.540000	12.742209	-4.202578	-2.530290	-0.033942
13.542000	6.443208	2.897404	-2.531595	-0.039004
13.544000	0.144207	9.977740	-2.518720	-0.044055
13.546000	-6.154794	17.034012	-2.491709	-0.049065
13.548000	-12.453795	24.061830	-2.450613	-0.054007
13.550000	-18.752796	31.056834	-2.395494	-0.058853
13.552000	-25.051797	38.014692	-2.326423	-0.063575
13.554000	-31.350798	44.931110	-2.243477	-0.068145
13.556000	-37.649799	51.801829	-2.146744	-0.072536
13.558000	-43.948800	58.622629	-2.036319	-0.076719
13.560000	-44.210727	59.360788	-1.918336	-0.080673
13.562000	-44.472654	60.059651	-1.798916	-0.084390
13.564000	-44.734581	60.718878	-1.678137	-0.087868
13.566000	-44.996508	61.338150	-1.556080	-0.091102
13.568000	-45.258435	61.917179	-1.432825	-0.094091
13.570000	-45.520362	62.455700	-1.308452	-0.096832
13.572000	-45.782289	62.953474	-1.183043	-0.099323
13.574000	-46.044216	63.410290	-1.056679	-0.101563
13.576000	-46.306143	63.825963	-0.929443	-0.103549
13.578000	-46.568070	64.200334	-0.801416	-0.105280
13.580000	-44.159715	61.866759	-0.675349	-0.106757
13.582000	-41.751360	59.500019	-0.553982	-0.107986
13.584000	-39.343005	57.101687	-0.437381	-0.108978
13.586000	-36.934650	54.673358	-0.325606	-0.109741
13.588000	-34.526295	52.216637	-0.218716	-0.110285
13.590000	-32.117940	49.733145	-0.116766	-0.110620
13.592000	-29.709585	47.224516	-0.019808	-0.110757
13.594000	-27.301230	44.692396	0.072109	-0.110705
13.596000	-24.892875	42.138441	0.158940	-0.110474
13.598000	-22.484520	39.564315	0.240642	-0.110074
13.600000	-19.816200	36.712097	0.316919	-0.109516
13.602000	-17.147880	33.843880	0.387475	-0.108812
13.604000	-14.479560	30.961515	0.452280	-0.107972
13.606000	-11.811240	28.066854	0.511308	-0.107009
13.608000	-9.142920	25.161754	0.564537	-0.105933
13.610000	-6.474600	22.248074	0.611947	-0.104756
13.612000	-3.806280	19.327674	0.653523	-0.103491
13.614000	-1.137960	16.402411	0.689253	-0.102148
13.616000	1.530360	13.474145	0.719129	-0.100740
13.618000	4.198680	10.544728	0.743148	-0.099278
13.620000	1.790325	12.685516	0.766378	-0.097768
13.622000	-0.618030	14.812930	0.793877	-0.096208
13.624000	-3.026385	16.925661	0.825615	-0.094588
13.626000	-5.434740	19.022414	0.861564	-0.092901
13.628000	-7.843095	21.101906	0.901688	-0.091138
13.630000	-10.251450	23.162868	0.945953	-0.089290
13.632000	-12.659805	25.204048	0.994320	-0.087350
13.634000	-15.068160	27.224207	1.046748	-0.085309
13.636000	-17.476515	29.222124	1.103194	-0.083159
13.638000	-19.884870	31.196595	1.163613	-0.080892
13.640000	-20.108538	30.964832	1.225774	-0.078503
13.642000	-20.332206	30.714119	1.287453	-0.075989
13.644000	-20.555874	30.444662	1.348612	-0.073353
13.646000	-20.779542	30.156678	1.409213	-0.070596
13.648000	-21.003210	29.850395	1.469220	-0.067717
13.650000	-21.226878	29.526052	1.528597	-0.064719
13.652000	-21.450546	29.183899	1.587307	-0.061603
13.654000	-21.674214	28.824196	1.645315	-0.058371
13.656000	-21.897882	28.447216	1.702586	-0.055023
13.658000	-22.121550	28.053238	1.759087	-0.051561
13.660000	-18.597798	23.900427	1.811040	-0.047991
13.662000	-15.074046	19.742963	1.854684	-0.044325
13.664000	-11.550294	15.583480	1.890010	-0.040581
13.666000	-8.026542	11.424607	1.917018	-0.036774
13.668000	-4.502790	7.268965	1.935712	-0.032921
13.670000	-0.979038	3.119168	1.946100	-0.029039
13.672000	2.544714	-1.022182	1.948197	-0.025145
13.674000	6.068466	-5.152494	1.942022	-0.021255
13.676000	9.592218	-9.269189	1.927601	-0.017385
13.678000	13.115970	-13.369706	1.904962	-0.013552
13.680000	13.027680	-13.844559	1.877748	-0.009770
13.682000	12.939390	-14.309488	1.849593	-0.006042
13.684000	12.851100	-14.764224	1.820520	-0.002372
13.686000	12.762810	-15.208506	1.790547	0.001239
13.688000	12.674520	-15.642080	1.759696	0.004789
13.690000	12.586230	-16.064699	1.727990	0.008277
13.692000	12.497940	-16.476125	1.695449	0.011700
13.694000	12.409650	-16.876126	1.662097	0.015058
13.696000	12.321360	-17.264478	1.627956	0.018348
13.698000	12.233070	-17.640965	1.593051	0.021569
13.700000	10.053288	-15.916843	1.559493	0.024721
13.702000	7.873506	-14.187008	1.529389	0.027810
13.704000	5.693724	-12.452566	1.502749	0.030842
13.706000	3.513942	-10.714622	1.479582	0.033825
13.708000	1.334160	-8.974281	1.459893	0.036764
13.710000	-0.845622	-7.232648	1.443686	0.039668
13.712000	-3.025404	-5.490824	1.430963	0.042542
13.714000	-5.205186	-3.749907	1.421722	0.045395
13.716000	-7.384968	-2.010995	1.415961	0.048233
13.718000	-9.564750	-0.275178	1.413675	0.051062
13.720000	-7.164243	-3.117364	1.410282	0.053886
13.722000	-4.763736	-5.950449	1.401215	0.056698
13.724000	-2.363229	-8.772672	1.386492	0.059486
13.726000	0.037278	-11.582278	1.366137	0.062238
13.728000	2.437785	-14.377526	1.340177	0.064945
13.730000	4.838292	-17.156691	1.308643	0.067593
13.732000	7.238799	-19.918059	1.271568	0.070174
13.734000	9.639306	-22.659933	1.228990	0.072674
13.736000	12.039813	-25.380633	1.180949	0.075084
13.738000	14.440320	-28.078495	1.127490	0.077392
13.740000	19.979046	-33.885662	1.065526	0.079585
13.742000	25.517772	-39.656881	0.991983	0.081643
13.744000	31.056498	-45.388601	0.906938	0.083542
13.746000	36.595224	-51.077307	0.810472	0.085259
13.748000	42.133950	-56.719518	0.702675	0.086772
13.750000	47.672676	-62.311792	0.583644	0.088059
13.752000	53.211402	-67.850728	0.453481	0.089096
13.754000	58.750128	-73.332964	0.312298	0.089862
13.756000	64.288854	-78.755186	0.160210	0.090334
13.758000	69.827580	-84.114123	-0.002660	0.090492
13.760000	63.637470	-77.694287	-0.164468	0.090325
13.762000	57.447360	-71.241556	-0.313404	0.089847
13.764000	51.257250	-64.760083	-0.449406	0.089084
13.766000	45.067140	-58.254029	-0.572420	0.088062
13.768000	38.877030	-51.727559	-0.682401	0.086807
13.770000	32.686920	-45.184840	-0.779314	0.085346
13.772000	26.496810	-38.630041	-0.863129	0.083703
13.774000	20.306700	-32.067327	-0.933826	0.081906
13.776000	14.116590	-25.500856	-0.991394	0.079981
13.778000	7.926480	-18.934780	-1.035830	0.077954
13.780000	0.902520	-11.540567	-1.066305	0.075852
13.782000	-6.121440	-4.157633	-1.082003	0.073703
13.784000	-13.145400	3.209394	-1.082952	0.071538
13.786000	-20.169360	10.555908	-1.069186	0.069386
13.788000	-27.193320	17.877326	-1.040753	0.067276
13.790000	-34.217280	25.169093	-0.997707	0.065238
13.792000	-41.241240	32.426684	-0.940111	0.063300
13.794000	-48.265200	39.645607	-0.868039	0.061492
13.796000	-55.289160	46.821405	-0.781572	0.059842
13.798000	-62.313120	53.949661	-0.680801	0.058380
13.800000	-58.106592	49.811373	-0.577039	0.057122
13.802000	-53.900064	45.652052	-0.481576	0.056063
13.804000	-49.693536	41.474375	-0.394450	0.055187
13.806000	-45.487008	37.281021	-0.315694	0.054477
13.808000	-41.280480	33.074676	-0.245339	0.053916
13.810000	-37.073952	28.858026	-0.183406	0.053487
13.812000	-32.867424	24.633756	-0.129914	0.053174
13.814000	-28.660896	20.404549	-0.084876	0.052959
13.816000	-24.454368	16.173086	-0.048298	0.052826
13.818000	-20.247840	11.942042	-0.020183	0.052758
13.820000	-16.990920	8.662350	0.000421	0.052738
13.822000	-13.734000	5.385426	0.014469	0.052753
13.824000	-10.477080	2.113329	0.021968	0.052789
13.826000	-7.220160	-1.151889	0.022929	0.052834
13.828000	-3.963240	-4.408186	0.017369	0.052874
13.830000	-0.706320	-7.653530	0.005308	0.052897
13.832000	2.550600	-10.885901	-0.013232	0.052889
13.834000	5.807520	-14.103294	-0.038221	0.052838
13.836000	9.064440	-17.303716	-0.069628	0.052730
13.838000	12.321360	-20.485191	-0.107417	0.052553
13.840000	10.913625	-18.987694	-0.146890	0.052299
13.842000	9.505890	-17.481979	-0.183360	0.051968
13.844000	8.098155	-15.969016	-0.216811	0.051568
13.846000	6.690420	-14.449778	-0.247229	0.051104
13.848000	5.282685	-12.925238	-0.274604	0.050582
13.850000	3.874950	-11.396371	-0.298926	0.050009
13.852000	2.467215	-9.864153	-0.320186	0.049390
13.854000	1.059480	-8.329558	-0.338380	0.048731
13.856000	-0.348255	-6.793561	-0.353503	0.048039
13.858000	-1.755990	-5.257134	-0.365554	0.047320
13.860000	-0.704358	-6.177139	-0.376988	0.046578
13.862000	0.347274	-7.090940	-0.390256	0.045810
13.864000	1.398906	-7.997974	-0.405345	0.045015
13.866000	2.450538	-8.897687	-0.422241	0.044187
13.868000	3.502170	-9.789530	-0.440928	0.043324
13.870000	4.553802	-10.672960	-0.461391	0.042422
13.872000	5.605434	-11.547440	-0.483611	0.041477
13.874000	6.657066	-12.412442	-0.507571	0.040485
13.876000	7.708698	-13.267444	-0.533251	0.039445
13.878000	8.760330	-14.111931	-0.560630	0.038351
13.880000	7.324146	-12.461096	-0.587203	0.037203
13.882000	5.887962	-10.806544	-0.610471	0.036005
13.884000	4.451778	-9.149328	-0.630427	0.034764
13.886000	3.015594	-7.490500	-0.647067	0.033487
13.888000	1.579410	-5.831110	-0.660388	0.032179
13.890000	0.143226	-4.172208	-0.670391	0.030849
13.892000	-1.292958	-2.514837	-0.677078	0.029501
13.894000	-2.729142	-0.860039	-0.680453	0.028144
13.896000	-4.165326	0.791149	-0.680522	0.026783
13.898000	-5.601510	2.437693	-0.677293	0.025425
13.900000	-9.205704	6.243514	-0.668612	0.024079
13.902000	-12.809898	10.035846	-0.652333	0.022758
13.904000	-16.414092	13.812331	-0.628485	0.021477
13.906000	-20.018286	17.570624	-0.597102	0.020252
13.908000	-23.622480	21.308403	-0.558223	0.019096
13.910000	-27.226674	25.023361	-0.511891	0.018026
13.912000	-30.830868	28.713211	-0.458154	0.017056
13.914000	-34.435062	32.375689	-0.397065	0.016201
13.916000	-38.039256	36.008554	-0.328681	0.015475
13.918000	-41.643450	39.609589	-0.253063	0.014893
13.920000	-40.361283	38.297143	-0.175156	0.014465
13.922000	-39.079116	36.963835	-0.099895	0.014190
13.924000	-37.796949	35.610557	-0.027321	0.014063
13.926000	-36.514782	34.238214	0.042528	0.014078
13.928000	-35.232615	32.847719	0.109614	0.014230
13.930000	-33.950448	31.439995	0.173901	0.014514
13.932000	-32.668281	30.015973	0.235357	0.014923
13.934000	-31.386114	28.576591	0.293950	0.015452
13.936000	-30.103947	27.122797	0.349649	0.016096
13.938000	-28.821780	25.655544	0.402428	0.016848
13.940000	-25.060626	21.700305	0.449784	0.017700
13.942000	-21.299472	17.741305	0.489225	0.018639
13.944000	-17.538318	13.781050	0.520748	0.019649
13.946000	-13.777164	9.822042	0.544351	0.020714
13.948000	-10.016010	5.866775	0.560039	0.021819
13.950000	-6.254856	1.917733	0.567824	0.022947
13.952000	-2.493702	-2.022607	0.567719	0.024082
13.954000	1.267452	-5.951782	0.559745	0.025210
13.956000	5.028606	-9.867341	0.543926	0.026313
13.958000	8.789760	-13.766850	0.520291	0.027377
13.960000	11.402163	-16.500760	0.490024	0.028388
13.962000	14.014566	-19.217401	0.454306	0.029332
13.964000	16.626969	-21.915102	0.413173	0.030200
13.966000	19.239372	-24.592210	0.366666	0.030979
13.968000	21.851775	-27.247086	0.314826	0.031661
13.970000	24.464178	-29.878114	0.257701	0.032233
13.972000	27.076581	-32.483692	0.195339	0.032686
13.974000	29.688984	-35.062241	0.127794	0.033010
13.976000	32.301387	-37.612203	0.055119	0.033193
13.978000	34.913790	-40.132041	-0.022625	0.033225
13.980000	31.773609	-36.875783	-0.099633	0.033103
13.982000	28.633428	-33.604438	-0.170113	0.032833
13.984000	25.493247	-30.320106	-0.234038	0.032429
13.986000	22.353066	-27.024892	-0.291383	0.031903
13.988000	19.212885	-23.720902	-0.342129	0.031270
13.990000	16.072704	-20.410241	-0.386260	0.030542
13.992000	12.932523	-17.095016	-0.423765	0.029732
13.994000	9.792342	-13.777328	-0.454637	0.028853
13.996000	6.652161	-10.459276	-0.478874	0.027920
13.998000	3.511980	-7.142954	-0.496476	0.026944
14.000000	-3.214737	-0.248980	-0.503868	0.025944
14.002000	-9.941454	6.627849	-0.497489	0.024943
14.004000	-16.668171	13.483238	-0.477378	0.023968
14.006000	-23.394888	20.312918	-0.443582	0.023047
14.008000	-30.121605	27.112644	-0.396156	0.022207
14.010000	-36.848322	33.878204	-0.335166	0.021476
14.012000	-43.575039	40.605414	-0.260682	0.020880
14.014000	-50.301756	47.290129	-0.172786	0.020446
14.016000	-57.028473	53.928238	-0.071568	0.020202
14.018000	-63.755190	60.515672	0.042876	0.020173
14.020000	-60.674850	57.255197	0.160647	0.020377
14.022000	-57.594510	53.966792	0.271869	0.020809
14.024000	-54.514170	50.652599	0.376488	0.021458
14.026000	-51.433830	47.314774	0.474456	0.022309
14.028000	-48.353490	43.955481	0.565726	0.023349
14.030000	-45.273150	40.576894	0.650258	0.024565
14.032000	-42.192810	37.181192	0.728016	0.025943
14.034000	-39.112470	33.770560	0.798968	0.027470
14.036000	-36.032130	30.347186	0.863086	0.029132
14.038000	-32.951790	26.913262	0.920346	0.030916
14.040000	-27.228636	20.831900	0.968091	0.032804
14.042000	-21.505482	14.752660	1.003676	0.034776
14.044000	-15.782328	8.679372	1.027108	0.036807
14.046000	-10.059174	2.615851	1.038403	0.038872
14.048000	-4.336020	-3.434101	1.037585	0.040948
14.050000	1.387134	-9.466704	1.024684	0.043010
14.052000	7.110288	-15.478196	0.999739	0.045035
14.054000	12.833442	-21.464837	0.962796	0.046997
14.056000	18.556596	-27.422914	0.913908	0.048874
14.058000	24.279750	-33.348741	0.853137	0.050641
14.060000	23.227137	-32.472464	0.787316	0.052281
14.062000	22.174524	-31.577905	0.723265	0.053792
14.064000	21.121911	-30.665672	0.661022	0.055176
14.066000	20.069298	-29.736386	0.600620	0.056438
14.068000	19.016685	-28.790675	0.542093	0.057581
14.070000	17.964072	-27.829178	0.485473	0.058608
14.072000	16.911459	-26.852541	0.430791	0.059525
14.074000	15.858846	-25.861417	0.378077	0.060333
14.076000	14.806233	-24.856468	0.327359	0.061039
14.078000	13.753620	-23.838362	0.278664	0.061645
14.080000	16.018749	-26.120831	0.228705	0.062152
14.082000	18.283878	-28.381096	0.174203	0.062555
14.084000	20.549007	-30.617786	0.115204	0.062845
14.086000	22.814136	-32.829550	0.051757	0.063011
14.088000	25.079265	-35.015056	-0.016088	0.063047
14.090000	27.344394	-37.172990	-0.088276	0.062943
14.092000	29.609523	-39.302062	-0.164751	0.062690
14.094000	31.874652	-41.400999	-0.245454	0.062280
14.096000	34.139781	-43.468555	-0.330323	0.061704
14.098000	36.404910	-45.503503	-0.419295	0.060954
14.100000	39.021237	-47.855345	-0.512654	0.060022
14.102000	41.637564	-50.171098	-0.610681	0.058899
14.104000	44.253891	-52.449393	-0.713301	0.057575
14.106000	46.870218	-54.688888	-0.820440	0.056041
14.108000	49.486545	-56.888266	-0.932017	0.054289
14.110000	52.102872	-59.046241	-1.047951	0.052309
14.112000	54.719199	-61.161557	-1.168159	0.050093
14.114000	57.335526	-63.232985	-1.292554	0.047632
14.116000	59.951853	-65.259329	-1.421046	0.044918
14.118000	62.568180	-67.239425	-1.553545	0.041944
14.120000	59.048352	-63.044652	-1.683829	0.038706
14.122000	55.528524	-58.820640	-1.805694	0.035217
14.124000	52.008696	-54.570127	-1.919085	0.031492
14.126000	48.488868	-50.295862	-2.023951	0.027549
14.128000	44.969040	-46.000598	-2.120247	0.023405
14.130000	41.449212	-41.687100	-2.207935	0.019077
14.132000	37.929384	-37.358132	-2.286980	0.014582
14.134000	34.409556	-33.016465	-2.357355	0.009937
14.136000	30.889728	-28.664868	-2.419036	0.005161
14.138000	27.369900	-24.306112	-2.472007	0.000270
14.140000	20.500938	-16.598561	-2.512912	-0.004715
14.142000	13.631976	-8.899884	-2.538410	-0.009766
14.144000	6.763014	-1.214915	-2.548525	-0.014853
14.146000	-0.105948	6.451533	-2.543288	-0.019945
14.148000	-6.974910	14.094672	-2.522742	-0.025011
14.150000	-13.843872	21.709737	-2.486938	-0.030021
14.152000	-20.712834	29.291998	-2.435936	-0.034944
14.154000	-27.581796	36.836753	-2.369807	-0.039749
14.156000	-34.450758	44.339337	-2.288631	-0.044408
14.158000	-41.319720	51.795124	-2.192497	-0.048889
14.160000	-36.997434	48.024089	-2.092677	-0.053174
14.162000	-32.675148	44.232227	-2.000421	-0.057267
14.164000	-28.352862	40.421981	-1.915767	-0.061183
14.166000	-24.030576	36.595801	-1.838749	-0.064938
14.168000	-19.708290	32.756140	-1.769397	-0.068546
14.170000	-15.386004	28.905455	-1.707736	-0.072023
14.172000	-11.063718	25.046201	-1.653784	-0.075385
14.174000	-6.741432	21.180834	-1.607557	-0.078646
14.176000	-2.419146	17.311809	-1.569064	-0.081823
14.178000	1.903140	13.441574	-1.538311	-0.084930
14.180000	6.946461	8.852558	-1.516017	-0.087984
14.182000	11.989782	4.269474	-1.502895	-0.091003
14.184000	17.033103	-0.304800	-1.498930	-0.094005
14.186000	22.076424	-4.867401	-1.504102	-0.097008
14.188000	27.119745	-9.415482	-1.518385	-0.100031
14.190000	32.163066	-13.946209	-1.541747	-0.103091
14.192000	37.206387	-18.456768	-1.574150	-0.106207
14.194000	42.249708	-22.944366	-1.615551	-0.109396
14.196000	47.293029	-27.406228	-1.665902	-0.112678
14.198000	52.336350	-31.839606	-1.725147	-0.116069
14.200000	43.944876	-22.825956	-1.779813	-0.119574
14.202000	35.553402	-13.820530	-1.816459	-0.123170
14.204000	27.161928	-4.828988	-1.835109	-0.126822
14.206000	18.770454	4.143034	-1.835795	-0.130493
14.208000	10.378980	13.089926	-1.818562	-0.134147
14.210000	1.987506	22.006106	-1.783466	-0.137749
14.212000	-6.403968	30.886029	-1.730574	-0.141263
14.214000	-14.795442	39.724183	-1.659964	-0.144654
14.216000	-23.186916	48.515100	-1.571724	-0.147885
14.218000	-31.578390	57.253353	-1.465956	-0.150923
14.220000	-31.844241	57.819417	-1.350883	-0.153740
14.222000	-32.110092	58.347589	-1.234716	-0.156325
14.224000	-32.375943	58.837633	-1.117531	-0.158678
14.226000	-32.641794	59.289334	-0.999404	-0.160795
14.228000	-32.907645	59.702504	-0.880412	-0.162674
14.230000	-33.173496	60.076979	-0.760633	-0.164315
14.232000	-33.439347	60.412620	-0.640143	-0.165716
14.234000	-33.705198	60.709313	-0.519021	-0.166875
14.236000	-33.971049	60.966967	-0.397345	-0.167792
14.238000	-34.236900	61.185520	-0.275192	-0.168464
14.240000	-26.798958	53.672019	-0.160335	-0.168900
14.242000	-19.361016	46.143521	-0.060519	-0.169121
14.244000	-11.923074	38.604812	0.024229	-0.169157
14.246000	-4.485132	31.060672	0.093895	-0.169039
14.248000	2.952810	23.515875	0.148471	-0.168796
14.250000	10.390752	15.975179	0.187962	-0.168460
14.252000	17.828694	8.443332	0.212381	-0.168060
14.254000	25.266636	0.925063	0.221749	-0.167625
14.256000	32.704578	-6.574922	0.216099	-0.167188
14.258000	40.142520	-14.051936	0.195472	-0.166776
14.260000	37.486953	-11.422070	0.169998	-0.166411
14.262000	34.831386	-8.791600	0.149785	-0.166091
14.264000	32.175819	-6.162187	0.134831	-0.165806
14.266000	29.520252	-3.535485	0.125133	-0.165546
14.268000	26.864685	-0.913146	0.120685	-0.165300
14.270000	24.209118	1.703188	0.121475	-0.165058
14.272000	21.553551	4.311881	0.127490	-0.164809
14.274000	18.897984	6.911308	0.138713	-0.164543
14.276000	16.242417	9.499851	0.155124	-0.164249
14.278000	13.586850	12.075906	0.176700	-0.163917
14.280000	7.301583	18.262451	0.207038	-0.163534
14.282000	1.016316	24.421950	0.249723	-0.163077
14.284000	-5.268951	30.550587	0.304695	-0.162523
14.286000	-11.554218	36.644572	0.371890	-0.161846
14.288000	-17.839485	42.700148	0.451235	-0.161023
14.290000	-24.124752	48.713594	0.542649	-0.160029
14.292000	-30.410019	54.681220	0.646044	-0.158840
14.294000	-36.695286	60.599378	0.761324	-0.157433
14.296000	-42.980553	66.464460	0.888388	-0.155783
14.298000	-49.265820	72.272899	1.027125	-0.153868
14.300000	-44.070444	66.556747	1.165955	-0.151675
14.302000	-38.875068	60.812960	1.293325	-0.149215
14.304000	-33.679692	55.045229	1.409183	-0.146513
14.306000	-28.484316	49.257253	1.513485	-0.143590
14.308000	-23.288940	43.452734	1.606195	-0.140470
14.310000	-18.093564	37.635375	1.687284	-0.137177
14.312000	-12.898188	31.808876	1.756728	-0.133733
14.314000	-7.702812	25.976936	1.814514	-0.130162
14.316000	-2.507436	20.143248	1.860634	-0.126487
14.318000	2.687940	14.311495	1.895089	-0.122731
14.320000	8.942796	7.427367	1.916827	-0.118919
14.322000	15.197652	0.555832	1.924811	-0.115077
14.324000	21.452508	-6.298808	1.919068	-0.111233
14.326000	27.707364	-13.132272	1.899637	-0.107415
14.328000	33.962220	-19.940302	1.866564	-0.103648
14.330000	40.217076	-26.718668	1.819905	-0.099962
14.332000	46.471932	-33.463170	1.759723	-0.096382
14.334000	52.726788	-40.169637	1.686090	-0.092937
14.336000	58.981644	-46.833936	1.599087	-0.089651
14.338000	65.236500	-53.451968	1.498801	-0.086554
14.340000	59.944986	-48.489614	1.396859	-0.083658
14.342000	54.653472	-43.509130	1.304861	-0.080956
14.344000	49.361958	-38.513701	1.222838	-0.078428
14.346000	44.070444	-33.506516	1.150818	-0.076055
14.348000	38.778930	-28.490764	1.088820	-0.073815
14.350000	33.487416	-23.469628	1.036860	-0.071689
14.352000	28.195902	-18.446291	0.994944	-0.069658
14.354000	22.904388	-13.423925	0.963074	-0.067700
14.356000	17.612874	-8.405697	0.941244	-0.065795
14.358000	12.321360	-3.394761	0.929444	-0.063925
14.360000	8.599446	0.038357	0.926087	-0.062069
14.362000	4.877532	3.462834	0.929588	-0.060213
14.364000	1.155618	6.876533	0.939928	-0.058344
14.366000	-2.566296	10.277327	0.957082	-0.056447
14.368000	-6.288210	13.663104	0.981022	-0.054509
14.370000	-10.010124	17.031765	1.011717	-0.052516
14.372000	-13.732038	20.381228	1.049130	-0.050455
14.374000	-17.453952	23.709430	1.093221	-0.048313
14.376000	-21.175866	27.014324	1.143944	-0.046076
14.378000	-24.897780	30.293884	1.201253	-0.043730
14.380000	-22.662081	27.596907	1.259143	-0.041270
14.382000	-20.426382	24.889291	1.311630	-0.038699
14.384000	-18.190683	22.172772	1.358692	-0.036029
14.386000	-15.954984	19.449085	1.400313	-0.033270
14.388000	-13.719285	16.719966	1.436483	-0.030433
14.390000	-11.483586	13.987150	1.467190	-0.027530
14.392000	-9.247887	11.252369	1.492429	-0.024570
14.394000	-7.012188	8.517355	1.512199	-0.021565
14.396000	-4.776489	5.783833	1.526500	-0.018527
14.398000	-2.540790	3.053522	1.535337	-0.015465
14.400000	-0.977076	0.999174	1.539390	-0.012390
14.402000	0.586638	-1.050649	1.539339	-0.009311
